,baseline_mrr,baseline_ndcg,expl_mrr,expl_ndcg,delta_mrr,delta_ndcg
q20376,0.030303030303030304,0.1965616322328226,0.0,0.0,-0.030303030303030304,-0.1965616322328226
q20377,0.045454545454545456,0.22106472945750374,0.0,0.0,-0.045454545454545456,-0.22106472945750374
q20378,0.006097560975609756,0.13575295390501496,0.0,0.0,-0.006097560975609756,-0.13575295390501496
q20379,0.14285714285714285,0.3333333333333333,0.0,0.0,-0.14285714285714285,-0.3333333333333333
q20380,0.5,0.6309297535714575,0.2,0.38685280723454163,-0.3,-0.2440769463369159
q20381,1.0,1.0,0.3333333333333333,0.5,-0.6666666666666667,-0.5
q20382,0.041666666666666664,0.21533827903669653,0.0,0.0,-0.041666666666666664,-0.21533827903669653
q20383,0.03571428571428571,0.20584683246043448,0.14285714285714285,0.3333333333333333,0.10714285714285714,0.12748650087289884
q20384,1.0,1.0,1.0,1.0,0.0,0.0
q20385,0.5,0.6309297535714575,0.0,0.0,-0.5,-0.6309297535714575
q20386,0.1,0.2890648263178879,0.0,0.0,-0.1,-0.2890648263178879
q20387,0.25,0.43067655807339306,0.04,0.21274605355336318,-0.21,-0.21793050452002988
q20388,0.125,0.31546487678572877,0.16666666666666666,0.3562071871080222,0.04166666666666666,0.04074231032229342
q20389,0.16666666666666666,0.3562071871080222,0.0,0.0,-0.16666666666666666,-0.3562071871080222
q20390,0.025,0.18665241123894338,0.05263157894736842,0.23137821315975915,0.027631578947368417,0.044725801920815766
q20391,0.16666666666666666,0.3562071871080222,0.0,0.0,-0.16666666666666666,-0.3562071871080222
q20392,0.0625,0.24465054211822604,0.05,0.227670248696953,-0.012499999999999997,-0.01698029342127305
q20393,0.0019723865877712033,0.11125098219004273,0.0,0.0,-0.0019723865877712033,-0.11125098219004273
q20394,0.07692307692307693,0.26264953503719357,0.0,0.0,-0.07692307692307693,-0.26264953503719357
q20395,1.0,1.0,0.047619047619047616,0.22424382421757544,-0.9523809523809523,-0.7757561757824245
q20396,0.3333333333333333,0.5,0.021739130434782608,0.18003132665669264,-0.3115942028985507,-0.31996867334330736
q20397,0.16666666666666666,0.3562071871080222,0.0,0.0,-0.16666666666666666,-0.3562071871080222
q20398,0.008547008547008548,0.14529302083924284,0.0,0.0,-0.008547008547008548,-0.14529302083924284
q20399,0.015151515151515152,0.16485085672216038,0.0,0.0,-0.015151515151515152,-0.16485085672216038
q20400,1.0,1.0,0.011764705882352941,0.15561139140249397,-0.9882352941176471,-0.8443886085975061
q20401,0.0028089887640449437,0.11792758407219128,0.0,0.0,-0.0028089887640449437,-0.11792758407219128
q20402,0.013513513513513514,0.1605440854340214,0.041666666666666664,0.21533827903669653,0.02815315315315315,0.05479419360267512
q20403,0.005917159763313609,0.1349638598663645,0.015625,0.16604764621593782,0.009707840236686392,0.031083786349573317
q20404,0.012345679012345678,0.1572932473495469,0.0,0.0,-0.012345679012345678,-0.1572932473495469
q20405,0.030303030303030304,0.1965616322328226,0.0,0.0,-0.030303030303030304,-0.1965616322328226
q20406,0.16666666666666666,0.3562071871080222,0.0,0.0,-0.16666666666666666,-0.3562071871080222
q20407,0.5,0.6309297535714575,0.011111111111111112,0.15366188628986424,-0.4888888888888889,-0.4772678672815933
q20408,0.016666666666666666,0.1686130986895011,0.0,0.0,-0.016666666666666666,-0.1686130986895011
q20409,0.038461538461538464,0.2103099178571525,0.2,0.38685280723454163,0.16153846153846155,0.17654288937738913
q20410,0.08333333333333333,0.27023815442731974,0.013888888888888888,0.16155546744299637,-0.06944444444444445,-0.10868268698432337
q20411,0.08333333333333333,0.27023815442731974,0.0,0.0,-0.08333333333333333,-0.27023815442731974
q20412,0.09090909090909091,0.27894294565112987,0.0,0.0,-0.09090909090909091,-0.27894294565112987
q20413,0.07142857142857142,0.2559580248098155,0.012048192771084338,0.15643778834207153,-0.05938037865748709,-0.09952023646774397
q20414,0.017857142857142856,0.17144160057391347,0.017543859649122806,0.17070727966372012,-0.0003132832080200501,-0.0007343209101933479
q20415,0.1,0.2890648263178879,0.07692307692307693,0.26264953503719357,-0.023076923076923078,-0.02641529128069431
q20416,0.25,0.43067655807339306,0.03571428571428571,0.20584683246043448,-0.2142857142857143,-0.22482972561295858
q20417,0.125,0.31546487678572877,0.0,0.0,-0.125,-0.31546487678572877
q20418,0.1111111111111111,0.3010299956639812,0.0,0.0,-0.1111111111111111,-0.3010299956639812
q20419,0.05263157894736842,0.23137821315975915,0.0,0.0,-0.05263157894736842,-0.23137821315975915
q20420,0.058823529411764705,0.23981246656813146,0.3333333333333333,0.5,0.2745098039215686,0.2601875334318685
q20421,0.0016155088852988692,0.10780364258929277,0.01639344262295082,0.16794877895704194,0.014777933737651952,0.060145136367749166
q20422,0.1,0.2890648263178879,0.03225806451612903,0.2,-0.06774193548387097,-0.08906482631788787
q20423,0.5,0.6309297535714575,0.05263157894736842,0.23137821315975915,-0.4473684210526316,-0.3995515404116984
q20424,1.0,1.0,0.010101010101010102,0.1505149978319906,-0.98989898989899,-0.8494850021680094
q20425,1.0,1.0,0.0,0.0,-1.0,-1.0
q20426,0.007194244604316547,0.14026655943145866,0.0,0.0,-0.007194244604316547,-0.14026655943145866
q20427,0.011764705882352941,0.15561139140249397,0.0,0.0,-0.011764705882352941,-0.15561139140249397
q20428,0.045454545454545456,0.22106472945750374,0.018867924528301886,0.17376534287144002,-0.02658662092624357,-0.047299386586063724
q20429,0.06666666666666667,0.25,0.043478260869565216,0.21810429198553155,-0.02318840579710145,-0.03189570801446845
q20430,0.004081632653061225,0.1259047118299582,0.0,0.0,-0.004081632653061225,-0.1259047118299582
q20431,0.023255813953488372,0.18316925091363362,0.0,0.0,-0.023255813953488372,-0.18316925091363362
q20432,0.1,0.2890648263178879,0.0,0.0,-0.1,-0.2890648263178879
q20433,0.09090909090909091,0.27894294565112987,0.0,0.0,-0.09090909090909091,-0.27894294565112987
q20434,0.0625,0.24465054211822604,0.1111111111111111,0.3010299956639812,0.048611111111111105,0.05637945354575516
q20435,0.14285714285714285,0.3333333333333333,0.0,0.0,-0.14285714285714285,-0.3333333333333333
q20436,0.0125,0.15773243839286438,0.03333333333333333,0.20184908658209985,0.020833333333333332,0.04411664818923547
q20437,0.125,0.31546487678572877,0.02564102564102564,0.18790182470910757,-0.09935897435897437,-0.1275630520766212
q20438,0.09090909090909091,0.27894294565112987,0.027777777777777776,0.19195872000656014,-0.06313131313131314,-0.08698422564456973
q20439,0.013333333333333334,0.16005307325482135,0.0,0.0,-0.013333333333333334,-0.16005307325482135
q20440,0.03125,0.19823986317056053,0.0,0.0,-0.03125,-0.19823986317056053
q20441,0.02857142857142857,0.19342640361727081,0.0,0.0,-0.02857142857142857,-0.19342640361727081
q20442,0.5,0.6309297535714575,0.14285714285714285,0.3333333333333333,-0.35714285714285715,-0.2975964202381242
q20443,0.1111111111111111,0.3010299956639812,0.14285714285714285,0.3333333333333333,0.031746031746031744,0.03230333766935212
q20444,1.0,1.0,1.0,1.0,0.0,0.0
q20445,0.2,0.38685280723454163,0.07692307692307693,0.26264953503719357,-0.12307692307692308,-0.12420327219734806
q20446,1.0,1.0,0.2,0.38685280723454163,-0.8,-0.6131471927654584
q20447,0.1111111111111111,0.3010299956639812,0.04,0.21274605355336318,-0.0711111111111111,-0.08828394211061802
q20448,0.1,0.2890648263178879,0.0,0.0,-0.1,-0.2890648263178879
q20449,0.125,0.31546487678572877,0.03333333333333333,0.20184908658209985,-0.09166666666666667,-0.11361579020362891
q20450,0.07142857142857142,0.2559580248098155,0.0,0.0,-0.07142857142857142,-0.2559580248098155
q20451,0.045454545454545456,0.22106472945750374,0.0,0.0,-0.045454545454545456,-0.22106472945750374
q20452,0.038461538461538464,0.2103099178571525,0.010309278350515464,0.15117821092177644,-0.028152260111023,-0.05913170693537606
q20453,1.0,1.0,0.07692307692307693,0.26264953503719357,-0.9230769230769231,-0.7373504649628064
q20454,0.1111111111111111,0.3010299956639812,0.024390243902439025,0.1854490234153689,-0.08672086720867209,-0.1155809722486123
q20455,0.05,0.227670248696953,0.25,0.43067655807339306,0.2,0.20300630937644007
q20456,0.125,0.31546487678572877,0.010101010101010102,0.1505149978319906,-0.1148989898989899,-0.16494987895373817
q20457,0.058823529411764705,0.23981246656813146,0.0,0.0,-0.058823529411764705,-0.23981246656813146
q20458,0.09090909090909091,0.27894294565112987,0.0,0.0,-0.09090909090909091,-0.27894294565112987
q20459,0.0,0.0,0.0,0.0,0.0,0.0
q20460,0.027777777777777776,0.19195872000656014,0.0,0.0,-0.027777777777777776,-0.19195872000656014
q20461,0.02631578947368421,0.18920035951687003,0.0,0.0,-0.02631578947368421,-0.18920035951687003
q20462,0.015151515151515152,0.16485085672216038,1.0,1.0,0.9848484848484849,0.8351491432778396
q20463,0.05555555555555555,0.23540891336663824,0.0,0.0,-0.05555555555555555,-0.23540891336663824
q20464,0.0014727540500736377,0.1062768043954259,0.0,0.0,-0.0014727540500736377,-0.1062768043954259
q20465,0.1111111111111111,0.3010299956639812,0.0,0.0,-0.1111111111111111,-0.3010299956639812
q20466,0.14285714285714285,0.3333333333333333,0.0,0.0,-0.14285714285714285,-0.3333333333333333
q20467,0.01694915254237288,0.16929380759878143,0.0,0.0,-0.01694915254237288,-0.16929380759878143
q20468,0.3333333333333333,0.5,1.0,1.0,0.6666666666666667,0.5
q20469,0.0021008403361344537,0.11238675755208359,0.0,0.0,-0.0021008403361344537,-0.11238675755208359
q20470,0.0,0.0,0.0,0.0,0.0,0.0
q20471,0.3333333333333333,0.5,0.01282051282051282,0.15863495891559604,-0.3205128205128205,-0.34136504108440396
q20472,0.017241379310344827,0.16999161628691403,0.0,0.0,-0.017241379310344827,-0.16999161628691403
q20473,1.0,1.0,0.09090909090909091,0.27894294565112987,-0.9090909090909091,-0.7210570543488701
q20474,0.030303030303030304,0.1965616322328226,0.0,0.0,-0.030303030303030304,-0.1965616322328226
q20475,0.125,0.31546487678572877,0.03333333333333333,0.20184908658209985,-0.09166666666666667,-0.11361579020362891
q20476,0.125,0.31546487678572877,0.0136986301369863,0.16104477175644444,-0.1113013698630137,-0.15442010502928433
q20477,0.125,0.31546487678572877,0.08333333333333333,0.27023815442731974,-0.04166666666666667,-0.04522672235840902
q20478,0.006369426751592357,0.13691539142239212,0.0,0.0,-0.006369426751592357,-0.13691539142239212
q20479,0.0,0.0,0.0,0.0,0.0,0.0
q20480,0.007692307692307693,0.14217828215101067,0.011235955056179775,0.15403922195426356,0.0035436473638720822,0.011860939803252896
q20481,0.1,0.2890648263178879,0.1111111111111111,0.3010299956639812,0.0111111111111111,0.011965169346093318
q20482,0.00980392156862745,0.14955506186451523,0.0,0.0,-0.00980392156862745,-0.14955506186451523
q20483,0.043478260869565216,0.21810429198553155,0.0,0.0,-0.043478260869565216,-0.21810429198553155
q20484,0.25,0.43067655807339306,0.16666666666666666,0.3562071871080222,-0.08333333333333334,-0.07446937096537087
q20485,0.3333333333333333,0.5,0.3333333333333333,0.5,0.0,0.0
q20486,0.1111111111111111,0.3010299956639812,0.1,0.2890648263178879,-0.0111111111111111,-0.011965169346093318
q20487,0.25,0.43067655807339306,0.0,0.0,-0.25,-0.43067655807339306
q20488,1.0,1.0,0.019230769230769232,0.17458343004804494,-0.9807692307692307,-0.8254165699519551
q20489,0.5,0.6309297535714575,0.0,0.0,-0.5,-0.6309297535714575
q20490,1.0,1.0,0.0,0.0,-1.0,-1.0
q20491,0.1,0.2890648263178879,0.09090909090909091,0.27894294565112987,-0.009090909090909094,-0.01012188066675801
q20492,0.030303030303030304,0.1965616322328226,0.0,0.0,-0.030303030303030304,-0.1965616322328226
q20493,0.05,0.227670248696953,0.02857142857142857,0.19342640361727081,-0.021428571428571432,-0.03424384507968217
q20494,0.041666666666666664,0.21533827903669653,0.0,0.0,-0.041666666666666664,-0.21533827903669653
q20495,0.5,0.6309297535714575,0.0,0.0,-0.5,-0.6309297535714575
q20496,0.1,0.2890648263178879,0.010638297872340425,0.15221034671324338,-0.08936170212765958,-0.1368544796046445
q20497,0.041666666666666664,0.21533827903669653,0.0,0.0,-0.041666666666666664,-0.21533827903669653
q20498,0.011494252873563218,0.1548123827357682,0.0,0.0,-0.011494252873563218,-0.1548123827357682
q20499,0.05263157894736842,0.23137821315975915,0.3333333333333333,0.5,0.2807017543859649,0.26862178684024085
q20500,0.038461538461538464,0.2103099178571525,0.01639344262295082,0.16794877895704194,-0.022068095838587643,-0.04236113890011056
q20501,0.125,0.31546487678572877,0.0,0.0,-0.125,-0.31546487678572877
q20502,0.037037037037037035,0.20801459767650948,0.058823529411764705,0.23981246656813146,0.02178649237472767,0.03179786889162198
q20503,1.0,1.0,0.5,0.6309297535714575,-0.5,-0.36907024642854247
q20504,0.5,0.6309297535714575,0.5,0.6309297535714575,0.0,0.0
q20505,0.0,0.0,0.0,0.0,0.0,0.0
q20506,1.0,1.0,0.08333333333333333,0.27023815442731974,-0.9166666666666666,-0.7297618455726802
q20507,1.0,1.0,0.5,0.6309297535714575,-0.5,-0.36907024642854247
q20508,0.002304147465437788,0.11409180267477462,0.0,0.0,-0.002304147465437788,-0.11409180267477462
q20509,0.3333333333333333,0.5,0.25,0.43067655807339306,-0.08333333333333331,-0.06932344192660694
q20510,0.007633587786259542,0.14195685009331532,0.0,0.0,-0.007633587786259542,-0.14195685009331532
q20511,1.0,1.0,0.3333333333333333,0.5,-0.6666666666666667,-0.5
q20512,0.06666666666666667,0.25,0.0,0.0,-0.06666666666666667,-0.25
q20513,0.009615384615384616,0.14893706185882832,0.0,0.0,-0.009615384615384616,-0.14893706185882832
q20514,0.2,0.38685280723454163,0.0,0.0,-0.2,-0.38685280723454163
q20515,0.05263157894736842,0.23137821315975915,0.0,0.0,-0.05263157894736842,-0.23137821315975915
q20516,0.02040816326530612,0.17718382013555792,0.0125,0.15773243839286438,-0.00790816326530612,-0.019451381742693535
q20517,0.022222222222222223,0.1810425967800402,0.0,0.0,-0.022222222222222223,-0.1810425967800402
q20518,0.25,0.43067655807339306,0.02631578947368421,0.18920035951687003,-0.2236842105263158,-0.24147619855652303
q20519,0.006097560975609756,0.13575295390501496,0.0,0.0,-0.006097560975609756,-0.13575295390501496
q20520,0.05555555555555555,0.23540891336663824,0.0,0.0,-0.05555555555555555,-0.23540891336663824
q20521,0.0,0.0,0.0,0.0,0.0,0.0
q20522,0.008264462809917356,0.1442847926987864,0.0,0.0,-0.008264462809917356,-0.1442847926987864
q20523,0.07142857142857142,0.2559580248098155,0.023809523809523808,0.18428883314870617,-0.047619047619047616,-0.07166919166110933
q20524,0.017543859649122806,0.17070727966372012,0.016129032258064516,0.16730017881017412,-0.0014148273910582904,-0.003407100853546008
q20525,0.25,0.43067655807339306,0.07692307692307693,0.26264953503719357,-0.17307692307692307,-0.16802702303619949
q20526,1.0,1.0,0.3333333333333333,0.5,-0.6666666666666667,-0.5
q20527,0.030303030303030304,0.1965616322328226,0.0,0.0,-0.030303030303030304,-0.1965616322328226
q20528,1.0,1.0,1.0,1.0,0.0,0.0
q20529,1.0,1.0,0.2,0.38685280723454163,-0.8,-0.6131471927654584
q20530,0.016129032258064516,0.16730017881017412,0.0,0.0,-0.016129032258064516,-0.16730017881017412
q20531,0.14285714285714285,0.3333333333333333,0.0,0.0,-0.14285714285714285,-0.3333333333333333
q20532,0.043478260869565216,0.21810429198553155,0.038461538461538464,0.2103099178571525,-0.0050167224080267525,-0.00779437412837905
q20533,0.047619047619047616,0.22424382421757544,0.0,0.0,-0.047619047619047616,-0.22424382421757544
q20534,0.037037037037037035,0.20801459767650948,0.0,0.0,-0.037037037037037035,-0.20801459767650948
q20535,0.125,0.31546487678572877,0.25,0.43067655807339306,0.125,0.11521168128766429
q20536,1.0,1.0,0.0,0.0,-1.0,-1.0
q20537,0.034482758620689655,0.2037950470905062,0.0,0.0,-0.034482758620689655,-0.2037950470905062
q20538,0.029411764705882353,0.1949590218937863,0.05263157894736842,0.23137821315975915,0.023219814241486066,0.036419191265972845
q20539,0.5,0.6309297535714575,0.3333333333333333,0.5,-0.16666666666666669,-0.13092975357145753
q20540,0.1111111111111111,0.3010299956639812,0.0,0.0,-0.1111111111111111,-0.3010299956639812
q20541,0.02631578947368421,0.18920035951687003,0.0,0.0,-0.02631578947368421,-0.18920035951687003
q20542,0.010416666666666666,0.1515171524096389,0.0,0.0,-0.010416666666666666,-0.1515171524096389
q20543,1.0,1.0,0.0,0.0,-1.0,-1.0
q20544,0.02564102564102564,0.18790182470910757,0.0,0.0,-0.02564102564102564,-0.18790182470910757
q20545,0.14285714285714285,0.3333333333333333,0.08333333333333333,0.27023815442731974,-0.05952380952380952,-0.06309517890601357
q20546,0.3333333333333333,0.5,0.14285714285714285,0.3333333333333333,-0.19047619047619047,-0.16666666666666669
q20547,1.0,1.0,0.0,0.0,-1.0,-1.0
q20548,1.0,1.0,1.0,1.0,0.0,0.0
q20549,0.1111111111111111,0.3010299956639812,0.5,0.6309297535714575,0.3888888888888889,0.32989975790747633
q20550,0.05555555555555555,0.23540891336663824,0.0,0.0,-0.05555555555555555,-0.23540891336663824
q20551,0.027777777777777776,0.19195872000656014,0.04,0.21274605355336318,0.012222222222222225,0.02078733354680304
q20552,0.05263157894736842,0.23137821315975915,0.0,0.0,-0.05263157894736842,-0.23137821315975915
q20553,0.1,0.2890648263178879,0.0,0.0,-0.1,-0.2890648263178879
q20554,0.07142857142857142,0.2559580248098155,0.1,0.2890648263178879,0.02857142857142858,0.03310680150807238
q20555,0.14285714285714285,0.3333333333333333,0.016666666666666666,0.1686130986895011,-0.1261904761904762,-0.1647202346438322
q20556,0.06666666666666667,0.25,0.047619047619047616,0.22424382421757544,-0.01904761904761905,-0.025756175782424562
q20557,0.3333333333333333,0.5,0.03125,0.19823986317056053,-0.3020833333333333,-0.3017601368294395
q20558,0.025,0.18665241123894338,0.0,0.0,-0.025,-0.18665241123894338
q20559,0.25,0.43067655807339306,0.017543859649122806,0.17070727966372012,-0.2324561403508772,-0.25996927840967293
q20560,0.012987012987012988,0.15909880786929415,0.0,0.0,-0.012987012987012988,-0.15909880786929415
q20561,0.038461538461538464,0.2103099178571525,0.0,0.0,-0.038461538461538464,-0.2103099178571525
q20562,0.0013812154696132596,0.10524280521128321,0.0,0.0,-0.0013812154696132596,-0.10524280521128321
q20563,0.03225806451612903,0.2,0.0,0.0,-0.03225806451612903,-0.2
q20564,0.5,0.6309297535714575,0.5,0.6309297535714575,0.0,0.0
q20565,0.014925373134328358,0.16427204996205025,0.0,0.0,-0.014925373134328358,-0.16427204996205025
q20566,0.0,0.0,0.0,0.0,0.0,0.0
q20567,0.5,0.6309297535714575,0.0,0.0,-0.5,-0.6309297535714575
q20568,1.0,1.0,0.013333333333333334,0.16005307325482135,-0.9866666666666667,-0.8399469267451787
q20569,0.1111111111111111,0.3010299956639812,0.0,0.0,-0.1111111111111111,-0.3010299956639812
q20570,0.027777777777777776,0.19195872000656014,0.02702702702702703,0.1905514124267734,-0.0007507507507507477,-0.001407307579786743
q20571,0.16666666666666666,0.3562071871080222,0.1,0.2890648263178879,-0.06666666666666665,-0.0671423607901343
q20572,0.017857142857142856,0.17144160057391347,0.1111111111111111,0.3010299956639812,0.09325396825396826,0.12958839509006773
q20573,1.0,1.0,0.25,0.43067655807339306,-0.75,-0.5693234419266069
q20574,0.020833333333333332,0.1781035935540111,0.0,0.0,-0.020833333333333332,-0.1781035935540111
q20575,1.0,1.0,0.058823529411764705,0.23981246656813146,-0.9411764705882353,-0.7601875334318685
q20576,1.0,1.0,0.125,0.31546487678572877,-0.875,-0.6845351232142712
q20577,0.3333333333333333,0.5,0.041666666666666664,0.21533827903669653,-0.29166666666666663,-0.28466172096330344
q20578,1.0,1.0,0.0,0.0,-1.0,-1.0
q20579,0.014925373134328358,0.16427204996205025,0.0,0.0,-0.014925373134328358,-0.16427204996205025
q20580,0.5,0.6309297535714575,0.024390243902439025,0.1854490234153689,-0.47560975609756095,-0.44548073015608863
q20581,0.003115264797507788,0.12003480704831034,0.0,0.0,-0.003115264797507788,-0.12003480704831034
q20582,0.14285714285714285,0.3333333333333333,0.07692307692307693,0.26264953503719357,-0.06593406593406592,-0.07068379829613974
q20583,0.5,0.6309297535714575,0.0,0.0,-0.5,-0.6309297535714575
q20584,0.3333333333333333,0.5,0.03571428571428571,0.20584683246043448,-0.2976190476190476,-0.29415316753956555
q20585,1.0,1.0,0.038461538461538464,0.2103099178571525,-0.9615384615384616,-0.7896900821428475
q20586,0.25,0.43067655807339306,0.0,0.0,-0.25,-0.43067655807339306
q20587,0.2,0.38685280723454163,0.2,0.38685280723454163,0.0,0.0
q20588,0.5,0.6309297535714575,0.019230769230769232,0.17458343004804494,-0.4807692307692308,-0.4563463235234126
q20589,0.125,0.31546487678572877,0.0,0.0,-0.125,-0.31546487678572877
q20590,0.08333333333333333,0.27023815442731974,0.0,0.0,-0.08333333333333333,-0.27023815442731974
q20591,0.020833333333333332,0.1781035935540111,0.0,0.0,-0.020833333333333332,-0.1781035935540111
q20592,0.25,0.43067655807339306,0.038461538461538464,0.2103099178571525,-0.21153846153846154,-0.22036664021624056
q20593,0.16666666666666666,0.3562071871080222,0.0,0.0,-0.16666666666666666,-0.3562071871080222
q20594,1.0,1.0,0.05555555555555555,0.23540891336663824,-0.9444444444444444,-0.7645910866333617
q20595,0.16666666666666666,0.3562071871080222,0.07142857142857142,0.2559580248098155,-0.09523809523809523,-0.10024916229820668
q20596,0.5,0.6309297535714575,0.019230769230769232,0.17458343004804494,-0.4807692307692308,-0.4563463235234126
q20597,1.0,1.0,0.030303030303030304,0.1965616322328226,-0.9696969696969697,-0.8034383677671774
q20598,0.16666666666666666,0.3562071871080222,0.0,0.0,-0.16666666666666666,-0.3562071871080222
q20599,0.125,0.31546487678572877,0.02702702702702703,0.1905514124267734,-0.09797297297297297,-0.12491346435895537
q20600,0.05555555555555555,0.23540891336663824,0.05263157894736842,0.23137821315975915,-0.0029239766081871343,-0.004030700206879095
q20601,0.1111111111111111,0.3010299956639812,0.01694915254237288,0.16929380759878143,-0.09416195856873823,-0.13173618806519977
q20602,0.07142857142857142,0.2559580248098155,0.029411764705882353,0.1949590218937863,-0.04201680672268907,-0.060999002916029194
q20603,0.1111111111111111,0.3010299956639812,0.14285714285714285,0.3333333333333333,0.031746031746031744,0.03230333766935212
q20604,0.2,0.38685280723454163,0.125,0.31546487678572877,-0.07500000000000001,-0.07138793044881286
